"Chidamber-Kemerer metrics,dom., 3 dez. 2023 19:32:17 GMT-03:00"
"Class,CBO,DIT,LCOM,NOC,RFC,WMC"
"org.apache.jackrabbit.oak.plugins.document.cache.NodeDocumentCacheTest,7,1,1,0,8,3"
"org.apache.jackrabbit.oak.plugins.document.check.AsyncDocumentProcessor,1,1,1,3,4,2"
"org.apache.jackrabbit.oak.plugins.document.check.AsyncNodeStateProcessor,9,1,3,2,19,7"
"org.apache.jackrabbit.oak.plugins.document.check.AsyncNodeStateProcessor.NodeStateTask,4,1,1,0,10,3"
"org.apache.jackrabbit.oak.plugins.document.check.CompositeDocumentProcessor,1,1,2,0,8,7"
"org.apache.jackrabbit.oak.plugins.document.check.ConsistencyCheck,4,1,1,0,8,3"
"org.apache.jackrabbit.oak.plugins.document.check.ConsistencyCheck.CheckDocument,7,1,1,0,8,3"
"org.apache.jackrabbit.oak.plugins.document.check.ConsistencyCheck.InconsistentState,4,1,1,0,9,2"
"org.apache.jackrabbit.oak.plugins.document.check.DocumentProcessor,n/a,n/a,n/a,n/a,4,n/a"
"org.apache.jackrabbit.oak.plugins.document.check.DocumentStoreCheck,12,1,1,0,41,24"
"org.apache.jackrabbit.oak.plugins.document.check.DocumentStoreCheck.Builder,4,1,1,0,22,16"
"org.apache.jackrabbit.oak.plugins.document.check.ETA,0,1,1,0,6,5"
"org.apache.jackrabbit.oak.plugins.document.check.ExceptionResult,1,1,1,0,10,2"
"org.apache.jackrabbit.oak.plugins.document.check.NodeCounter,5,1,1,0,15,6"
"org.apache.jackrabbit.oak.plugins.document.check.OrphanedNodeCheck,4,1,1,0,7,3"
"org.apache.jackrabbit.oak.plugins.document.check.OrphanedNodeCheck.CheckDocument,8,1,1,0,14,8"
"org.apache.jackrabbit.oak.plugins.document.check.OrphanedNodeCheck.OrphanedNode,4,1,1,0,9,2"
"org.apache.jackrabbit.oak.plugins.document.check.Progress,3,1,1,0,5,3"
"org.apache.jackrabbit.oak.plugins.document.check.Progress.ProgressResult,4,1,1,1,8,2"
"org.apache.jackrabbit.oak.plugins.document.check.ProgressWithETA,3,1,1,0,2,4"
"org.apache.jackrabbit.oak.plugins.document.check.ReferenceCheck,8,1,1,0,17,10"
"org.apache.jackrabbit.oak.plugins.document.check.ReferenceCheck.BrokenReference,3,1,1,0,9,2"
"org.apache.jackrabbit.oak.plugins.document.check.ReferenceCheck.ReferenceTargetInvalid,3,1,1,0,9,2"
"org.apache.jackrabbit.oak.plugins.document.check.Result,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.check.ResultWriter,1,1,1,0,4,3"
"org.apache.jackrabbit.oak.plugins.document.check.Summary,2,1,1,0,8,3"
"org.apache.jackrabbit.oak.plugins.document.impl.DocumentMKConcurrentAddTest,6,2,1,0,20,9"
"org.apache.jackrabbit.oak.plugins.document.impl.DocumentMKLimitsTest,3,2,1,0,10,5"
"org.apache.jackrabbit.oak.plugins.document.impl.SimpleNodeScenario,4,1,1,0,6,6"
"org.apache.jackrabbit.oak.plugins.document.impl.command.ConcurrentWriteMultipleMkMongoTest,4,2,1,0,19,13"
"org.apache.jackrabbit.oak.plugins.document.impl.command.ConcurrentWriteMultipleMkMongoTest.GenericWriteTask,2,1,1,0,12,7"
"org.apache.jackrabbit.oak.plugins.document.locks.NodeDocumentLocks,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.locks.StripedNodeDocumentLocks,6,1,1,0,4,2"
"org.apache.jackrabbit.oak.plugins.document.memory.MemoryDocumentStore,119,1,9,55,83,67"
"org.apache.jackrabbit.oak.plugins.document.mongo.AcquireRecoveryLockTest,8,2,2,0,16,5"
"org.apache.jackrabbit.oak.plugins.document.mongo.CacheInvalidationIT,17,2,1,0,35,20"
"org.apache.jackrabbit.oak.plugins.document.mongo.ClusterConflictTest,13,2,1,0,24,9"
"org.apache.jackrabbit.oak.plugins.document.mongo.CollisionMarkerTest,18,2,1,0,27,5"
"org.apache.jackrabbit.oak.plugins.document.mongo.CompositeServerMonitorListener,0,1,1,0,8,5"
"org.apache.jackrabbit.oak.plugins.document.mongo.DocumentStoreSplitter,5,1,1,0,19,11"
"org.apache.jackrabbit.oak.plugins.document.mongo.DocumentTraverserTest,9,2,1,0,17,3"
"org.apache.jackrabbit.oak.plugins.document.mongo.JournalIT,13,2,3,0,39,19"
"org.apache.jackrabbit.oak.plugins.document.mongo.LeaseUpdateSocketTimeoutIT,9,1,2,0,32,9"
"org.apache.jackrabbit.oak.plugins.document.mongo.LeaseUpdateSocketTimeoutIT.FailureHandler,2,1,1,0,5,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoBlob,0,1,2,0,12,14"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoBlobCodec,0,1,3,0,8,9"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoBlobReferenceIterator,6,2,1,0,4,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoBlobStore,12,3,2,0,42,35"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoCacheConsistencyTest,11,2,2,0,4,4"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoClock,0,1,1,0,2,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoClockTest,0,1,1,0,1,1"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoConnectionTest,2,1,4,0,22,13"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDBConfig,3,1,1,0,11,3"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDBConfig.CollectionCompressor,2,n/a,4,n/a,7,4"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDBConfigTest,2,1,1,0,8,3"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDBConnection,2,1,4,0,20,17"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDBExceptionTest,11,1,2,0,39,14"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDockerRule,2,1,3,0,17,10"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentNodeStoreBuilder,11,1,1,1,1,1"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentNodeStoreBuilderBase,33,2,8,2,30,26"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentNodeStoreBuilderTest,0,1,5,0,5,5"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStore,70,1,5,4,242,301"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStore.BulkRequestResult,1,1,0,0,1,1"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStore.DocumentReadPreference,2,n/a,2,n/a,2,0"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStore.DocumentStoreCallable,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStore.InvalidationResult,2,1,1,0,2,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreCheckHelper,3,1,1,0,2,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreHelper,10,1,5,0,21,13"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreMetrics,8,1,1,0,16,10"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreMetrics.CollectionStats,1,1,0,0,0,0"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreMetrics.DatabaseStats,1,1,0,0,0,0"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreMetricsTest,8,2,2,0,14,4"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreTest,12,2,1,0,18,7"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreTest.TestStore,3,1,0,0,4,1"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreTestHelper,2,1,2,0,2,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreThrottlingMetricsUpdater,2,1,1,0,13,8"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentStoreThrottlingMetricsUpdaterTest,1,1,1,0,10,7"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoDocumentTraverser,6,1,1,0,9,7"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoMissingLastRevSeeker,11,2,1,0,10,5"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoMissingLastRevSeekerTest,12,1,1,0,26,10"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoRevisionGCTest,18,2,2,0,34,7"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoSessionFactory,1,1,1,0,3,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoSessionFactory.TrackingClientSession,1,1,1,0,23,23"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoStatus,0,1,1,0,28,34"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoStatusTest,3,1,3,0,16,23"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoTestClient,0,1,1,1,8,5"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoTestCollection,1,1,1,1,146,148"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoTestDatabase,0,1,1,1,48,48"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoTestUtils,8,1,2,0,4,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoThrottlerFactory,4,1,2,0,5,3"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoThrottlerFactory.ExponentialThrottler,2,1,1,0,2,6"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoThrottlerFactoryTest,2,1,13,0,16,13"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoUtils,8,1,5,0,8,18"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoUtilsTest,6,1,4,0,26,25"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoVersionGCSupport,17,2,2,1,38,24"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongoVersionGCSupport.MongoSplitDocCleanUp,6,2,2,0,14,8"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongodProcess,2,1,3,0,14,14"
"org.apache.jackrabbit.oak.plugins.document.mongo.MongodProcessFactory,2,1,2,0,22,14"
"org.apache.jackrabbit.oak.plugins.document.mongo.QueryHintTest,10,2,1,0,16,3"
"org.apache.jackrabbit.oak.plugins.document.mongo.QueryHintTest.TestHandler,1,2,2,0,9,4"
"org.apache.jackrabbit.oak.plugins.document.mongo.ReadPreferenceIT,13,2,1,0,20,6"
"org.apache.jackrabbit.oak.plugins.document.mongo.ReplicaSetDefaultWriteConcernIT,6,1,1,0,7,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.ReplicaSetResilienceIT,7,1,2,0,35,10"
"org.apache.jackrabbit.oak.plugins.document.mongo.ReplicaSetResilienceIT.PrimaryCrasher,1,1,1,0,15,10"
"org.apache.jackrabbit.oak.plugins.document.mongo.ReplicaSetResilienceIT.Verifier,3,1,1,0,8,5"
"org.apache.jackrabbit.oak.plugins.document.mongo.ReplicaSetStatus,1,1,4,0,34,14"
"org.apache.jackrabbit.oak.plugins.document.mongo.ReplicaSetStatus.Heartbeat,1,1,3,0,8,4"
"org.apache.jackrabbit.oak.plugins.document.mongo.ReplicaSetStatusTest,0,1,1,0,8,2"
"org.apache.jackrabbit.oak.plugins.document.mongo.RetryReadIT,11,2,1,0,16,3"
"org.apache.jackrabbit.oak.plugins.document.mongo.RetryReadIT.TestStore,4,1,1,0,5,5"
"org.apache.jackrabbit.oak.plugins.document.mongo.RevisionEntry,1,1,7,0,18,14"
"org.apache.jackrabbit.oak.plugins.document.mongo.TraversingRange,15,1,1,0,15,11"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.AsyncQueueTest,10,1,1,0,23,11"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.AsyncQueueTest.CacheWriteQueueWrapper,4,2,1,0,8,3"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.BroadcastTest,8,1,1,0,47,37"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.CacheMap,0,1,1,0,18,23"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.CacheMetadata,1,1,1,0,17,25"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.CacheMetadata.MetadataEntry,1,1,2,0,7,4"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.CacheTest,10,1,4,0,33,9"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.CacheType,16,n/a,10,n/a,11,40"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.DataTypeUtil,10,1,3,0,56,30"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.DataTypeUtilTest,7,1,1,0,24,14"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.EvictionListener,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.KeyDataType,2,1,5,0,12,12"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.MapFactory,0,1,3,0,7,3"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.MultiGenerationMap,1,1,8,0,26,26"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.MultiGenerationMap.ValueWithGenerationInfo,1,1,2,0,3,3"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.NodeCache,8,1,1,0,35,54"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.NodeCacheTest,25,1,2,0,45,27"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.NodeCacheTest.PathExcludingCache,5,1,2,0,5,4"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.PersistentCache,17,1,2,0,94,107"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.PersistentCache.GenerationCache,n/a,n/a,n/a,n/a,4,n/a"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.PersistentCacheStats,17,3,34,0,71,62"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.PersistentCacheStats.DifferenceTimeSeries,3,1,2,0,11,8"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.PersistentCacheStats.PercentageTimeSeries,3,1,2,0,11,9"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.PersistentCacheStats.UsedSpaceTracker,2,1,1,0,13,5"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.ValueDataType,4,1,6,0,12,12"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.async.CacheAction,n/a,n/a,n/a,n/a,2,n/a"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.async.CacheActionDispatcher,3,1,1,0,12,9"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.async.CacheActionDispatcherTest,2,1,3,0,22,20"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.async.CacheActionDispatcherTest.DummyCacheWriteAction,2,1,2,0,9,5"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.async.CacheWriteQueue,4,1,3,1,5,5"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.async.InvalidateCacheAction,2,1,1,0,10,8"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.async.PutToCacheAction,2,1,1,0,12,5"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.broadcast.Broadcaster,n/a,n/a,n/a,n/a,5,n/a"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.broadcast.Broadcaster.Listener,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.broadcast.DynamicBroadcastConfig,n/a,n/a,n/a,n/a,4,n/a"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.broadcast.InMemoryBroadcaster,1,1,3,0,9,6"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.broadcast.TCPBroadcaster,4,1,1,0,77,51"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.broadcast.TCPBroadcaster.Client,2,1,1,0,16,5"
"org.apache.jackrabbit.oak.plugins.document.persistentCache.broadcast.UDPBroadcaster,2,1,2,0,64,34"
"org.apache.jackrabbit.oak.plugins.document.prefetch.CacheWarming,7,1,1,0,16,10"
"org.apache.jackrabbit.oak.plugins.document.prefetch.CacheWarmingTest,23,1,3,0,57,25"
"org.apache.jackrabbit.oak.plugins.document.prefetch.CountingMongoCollection,1,2,3,0,31,22"
"org.apache.jackrabbit.oak.plugins.document.prefetch.CountingMongoDatabase,1,1,1,0,53,50"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBBlobReferenceIterator,5,2,1,0,6,2"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBBlobStore,19,3,1,0,112,57"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBBlobStore.ChunkIdIterator,2,1,1,0,22,11"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBBlobStoreDB,0,n/a,7,n/a,16,27"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBBlobStoreFriend,3,1,5,0,14,5"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBCacheConsistencyTest,2,2,2,0,10,9"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBCommonVendorSpecificCode,1,n/a,3,n/a,6,15"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBConnectionHandler,3,1,3,1,65,39"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBConnectionHandler.ConnectionHolder,1,1,1,0,8,3"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBConnectionHandlerTest,2,1,1,0,13,4"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBConnectionWrapper,0,1,5,0,112,65"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBCreator,0,1,1,0,10,1"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDataSourceFactory,16,1,1,0,20,5"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDataSourceFactory.CloseableDataSource,1,1,2,0,29,14"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDataSourceWrapper,5,1,6,0,46,27"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentNodeStoreBuilder,16,2,5,0,14,12"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentNodeStoreBuilderTest,1,1,2,0,3,2"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentSerializer,17,1,3,0,58,57"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentSerializerTest,5,1,4,0,35,20"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStore,44,1,4,1,302,312"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStore.CacheLock,2,1,1,0,4,2"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStore.IndexInformation,1,1,0,0,0,0"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStore.MyCloseableIterable,n/a,n/a,n/a,n/a,0,n/a"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStore.QueryCondition,8,1,3,0,14,9"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStore.RDBTableMetaData,5,1,10,0,20,21"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStore.UnsupportedIndexedPropertyException,3,5,0,0,2,1"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStoreDB,3,n/a,13,n/a,39,105"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStoreDB.FETCHFIRSTSYNTAX,2,n/a,2,n/a,2,0"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStoreJDBC,14,1,2,0,139,162"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStoreJDBC.ResultSetIterator,6,1,2,0,39,22"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStoreJDBCTest,13,2,1,0,67,22"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStoreJDBCTest.MyConnectionHandler,1,1,2,0,9,4"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStorePerformanceTest,4,2,1,0,51,27"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStoreSchemaUpgradeTest,13,1,2,0,45,39"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBDocumentStoreTest,13,2,1,0,43,27"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBExport,11,1,1,0,93,77"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBExport.Format,1,n/a,2,n/a,2,0"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBExportTest,0,1,1,0,1,1"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBHelper,1,1,1,0,9,16"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBJDBCTools,12,1,9,0,63,68"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBJDBCTools.PreparedStatementComponent,n/a,n/a,n/a,n/a,2,n/a"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBJSONSupport,7,1,2,0,30,31"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBLogEntry,0,1,1,0,13,7"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBMissingLastRevSeeker,9,2,1,1,18,3"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBOptions,14,1,4,0,10,9"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBPreparedStatementWrapper,1,1,3,0,213,117"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBResultSetWrapper,0,1,3,0,386,197"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBRow,1,1,11,0,13,18"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBStatementWrapper,0,1,1,0,94,48"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBToolsTest,0,1,1,0,4,2"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBVersionGCSupport,14,2,1,0,37,26"
"org.apache.jackrabbit.oak.plugins.document.rdb.RDBVersionGCSupport.CountingPredicate,1,1,1,0,3,5"
"org.apache.jackrabbit.oak.plugins.document.secondary.DelegatingDocumentNodeState,15,3,2,0,53,38"
"org.apache.jackrabbit.oak.plugins.document.secondary.DelegatingDocumentNodeStateTest,13,1,1,0,25,9"
"org.apache.jackrabbit.oak.plugins.document.secondary.PathFilteringDiff,13,2,1,0,23,14"
"org.apache.jackrabbit.oak.plugins.document.secondary.PathFilteringDiff.DiffContext,2,1,1,0,3,3"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreBuilder,5,1,1,0,11,8"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreCache,15,1,1,0,24,26"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreCacheService,16,1,1,0,27,9"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreCacheService.Configuration,n/a,n/a,n/a,n/a,3,n/a"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreCacheService.MultiplexingNodeStateDiffer,4,1,1,0,3,2"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreCacheServiceTest,12,1,1,0,8,5"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreCacheTest,26,1,1,0,44,15"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreObserver,15,1,1,0,12,5"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreObserverTest,14,1,1,0,29,14"
"org.apache.jackrabbit.oak.plugins.document.secondary.SecondaryStoreRootObserver,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.spi.JournalProperty,n/a,n/a,n/a,n/a,0,n/a"
"org.apache.jackrabbit.oak.plugins.document.spi.JournalPropertyBuilder,n/a,n/a,n/a,n/a,4,n/a"
"org.apache.jackrabbit.oak.plugins.document.spi.JournalPropertyService,n/a,n/a,n/a,n/a,2,n/a"
"org.apache.jackrabbit.oak.plugins.document.spi.lease.LeaseFailureHandler,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.util.BaseUpdaterTest,2,1,1,4,13,3"
"org.apache.jackrabbit.oak.plugins.document.util.BiStatsConsumer,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.util.CloseableIterable,6,1,3,0,6,7"
"org.apache.jackrabbit.oak.plugins.document.util.CloseableIterator,2,1,4,0,11,8"
"org.apache.jackrabbit.oak.plugins.document.util.CountingDiff,5,1,2,0,10,9"
"org.apache.jackrabbit.oak.plugins.document.util.CreateMetricUpdater,6,1,1,0,6,4"
"org.apache.jackrabbit.oak.plugins.document.util.CreateMetricUpdaterTest,3,1,1,0,19,16"
"org.apache.jackrabbit.oak.plugins.document.util.LeaseCheckDocumentStoreWrapper,12,1,1,0,51,31"
"org.apache.jackrabbit.oak.plugins.document.util.LogSilencer,2,1,1,0,11,8"
"org.apache.jackrabbit.oak.plugins.document.util.LogSilencerTest,0,1,3,0,9,9"
"org.apache.jackrabbit.oak.plugins.document.util.LoggingDocumentStoreWrapper,11,1,1,0,65,55"
"org.apache.jackrabbit.oak.plugins.document.util.LoggingDocumentStoreWrapperTest,9,1,1,0,17,8"
"org.apache.jackrabbit.oak.plugins.document.util.MapDBMapFactory,5,1,1,0,6,3"
"org.apache.jackrabbit.oak.plugins.document.util.MapDBMapFactory.PathSerializer,3,1,3,0,7,5"
"org.apache.jackrabbit.oak.plugins.document.util.MapDBMapFactory.RevisionSerializer,2,1,3,0,14,3"
"org.apache.jackrabbit.oak.plugins.document.util.MapDBMapFactoryTest,2,1,1,0,5,3"
"org.apache.jackrabbit.oak.plugins.document.util.MapFactory,5,1,2,1,3,3"
"org.apache.jackrabbit.oak.plugins.document.util.MergeSortedIterators,0,1,2,3,21,17"
"org.apache.jackrabbit.oak.plugins.document.util.MergeSortedIteratorsTest,2,1,2,0,9,16"
"org.apache.jackrabbit.oak.plugins.document.util.ModifyMetricUpdater,6,1,1,0,8,6"
"org.apache.jackrabbit.oak.plugins.document.util.ModifyMetricUpdaterTest,4,1,1,0,17,14"
"org.apache.jackrabbit.oak.plugins.document.util.MongoConnection,66,1,7,0,23,27"
"org.apache.jackrabbit.oak.plugins.document.util.ReadOnlyDocumentStoreWrapperFactory,2,1,1,0,3,3"
"org.apache.jackrabbit.oak.plugins.document.util.ReadOnlyDocumentStoreWrapperTest,10,1,2,0,23,6"
"org.apache.jackrabbit.oak.plugins.document.util.RemoveMetricUpdater,6,1,1,0,5,3"
"org.apache.jackrabbit.oak.plugins.document.util.RemoveMetricUpdaterTest,3,1,1,0,9,7"
"org.apache.jackrabbit.oak.plugins.document.util.ReverseNodeStateDiff,4,1,1,0,14,7"
"org.apache.jackrabbit.oak.plugins.document.util.ReverseNodeStateDiffTest,6,1,1,0,13,3"
"org.apache.jackrabbit.oak.plugins.document.util.ReverseNodeStateDiffTest.Modification,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.jackrabbit.oak.plugins.document.util.RevisionsKey,7,1,2,0,21,14"
"org.apache.jackrabbit.oak.plugins.document.util.RevisionsKeyTest,2,1,1,0,2,1"
"org.apache.jackrabbit.oak.plugins.document.util.StatsCollectorUtil,9,1,2,0,12,11"
"org.apache.jackrabbit.oak.plugins.document.util.StringValue,13,1,2,0,13,11"
"org.apache.jackrabbit.oak.plugins.document.util.SynchronizingDocumentStoreWrapper,8,1,1,0,46,27"
"org.apache.jackrabbit.oak.plugins.document.util.ThrottlingDocumentStoreWrapper,11,1,1,0,66,31"
"org.apache.jackrabbit.oak.plugins.document.util.ThrottlingDocumentStoreWrapperTest,6,1,1,0,13,8"
